Hour,Messages
2008-07-02T20,3
2008-07-02T22,6
2008-07-03T01,3
2008-07-03T05,3
2008-07-03T06,3
2008-07-03T07,3
2008-07-03T08,3
2008-07-03T10,3
2008-07-03T12,3
2008-07-03T13,8
2008-07-03T14,3
2008-07-03T15,3
2008-07-03T16,3
2008-07-03T17,3
2008-07-03T18,3
2008-07-03T19,3
2008-07-03T20,3
2008-07-03T21,3
2008-07-03T22,3
2008-07-04T01,3
2008-07-04T07,3
2008-07-04T08,2
2008-07-04T09,3
2008-07-04T11,3
2008-07-04T19,3
2008-07-05T01,3
2008-07-05T05,3
2008-07-05T09,3
2008-07-05T10,3
2008-07-05T11,2
2008-07-05T14,3
2008-07-05T22,3
2008-07-06T00,1
2008-07-06T02,1
2008-07-06T11,6
2008-07-06T15,2
2008-07-06T20,3
2008-07-06T22,6
2008-07-06T23,6
2008-07-07T00,3
2008-07-07T02,3
2008-07-07T05,6
2008-07-07T15,3
2008-07-07T20,3
2008-07-07T21,2
2008-07-07T23,3
2008-07-08T01,3
2008-07-08T03,6
2008-07-08T05,5
2008-07-08T06,1
2008-07-08T07,3
2008-07-08T08,2
2008-07-08T09,3
2008-07-08T10,1
2008-07-08T15,3
2008-07-08T16,3
2008-07-09T00,6
2008-07-09T04,3
2008-07-09T05,3
2008-07-09T08,6
2008-07-09T09,3
2008-07-09T10,3
2008-07-09T13,3
2008-07-09T20,6
2008-07-09T21,3
2008-07-09T23,3
2008-07-10T00,3
2008-07-10T02,6
2008-07-10T07,3
2008-07-10T10,3
2008-07-10T11,3
2008-07-10T12,3
2008-07-10T16,3
2008-07-10T17,3
2008-07-10T18,1
2008-07-10T19,8
2008-07-10T20,3
2008-07-10T22,6
2008-07-11T00,2
2008-07-11T01,3
2008-07-11T02,2
2008-07-11T03,1
2008-07-11T05,6
2008-07-11T14,3
2008-07-11T19,3
2008-07-11T21,3
2008-07-11T23,3
2008-07-12T01,6
2008-07-12T02,3
2008-07-12T15,3
2008-07-12T16,3
2008-07-12T17,1
2008-07-12T18,3
2008-07-12T22,3
2008-07-13T01,2
2008-07-13T02,3
2008-07-13T03,2
2008-07-13T04,3
2008-07-13T09,3
2008-07-13T10,3
2008-07-13T15,3
2008-07-13T18,2
2008-07-13T20,3
2008-07-13T23,3
2008-07-14T01,1
2008-07-14T07,3
2008-07-14T12,3
2008-07-14T16,3
2008-07-14T17,3
2008-07-14T21,3
2008-07-14T22,3
2008-07-15T00,3
2008-07-15T05,3
2008-07-15T09,3
2008-07-15T10,3
2008-07-15T12,3
2008-07-15T23,3
2008-07-16T00,3
2008-07-16T01,3
2008-07-16T02,2
2008-07-16T03,6
2008-07-16T04,3
2008-07-16T07,3
2008-07-16T12,3
2008-07-16T13,12
2008-07-16T16,3
2008-07-16T19,3
2008-07-16T23,3
2008-07-17T01,3
2008-07-17T02,3
2008-07-17T03,6
2008-07-17T05,3
2008-07-17T08,3
2008-07-17T12,3
2008-07-17T16,6
2008-07-17T21,6
2008-07-17T23,3
2008-07-18T02,3
2008-07-18T03,3
2008-07-18T04,5
2008-07-18T05,1
2008-07-18T06,3
2008-07-18T07,3
2008-07-18T08,3
2008-07-18T09,3
2008-07-18T17,3
2008-07-18T18,3
2008-07-18T21,3
2008-07-19T02,3
2008-07-19T04,6
2008-07-19T11,3
2008-07-19T18,3
2008-07-20T01,3
2008-07-20T03,3
2008-07-20T04,4
2008-07-20T05,5
2008-07-20T06,3
2008-07-20T08,2
2008-07-20T09,1
2008-07-20T11,3
2008-07-20T13,3
2008-07-20T14,3
2008-07-20T21,9
2008-07-21T01,3
2008-07-21T06,3
2008-07-21T08,6
2008-07-21T12,6
2008-07-21T14,3
2008-07-21T20,3
2008-07-21T22,3
2008-07-22T04,3
2008-07-22T05,3
2008-07-22T06,3
2008-07-22T09,3
2008-07-22T10,3
2008-07-22T11,6
2008-07-22T15,3
2008-07-22T17,3
2008-07-22T22,3
2008-07-23T00,3
2008-07-23T03,3
2008-07-23T04,3
2008-07-23T05,3
2008-07-23T06,5
2008-07-23T07,3
2008-07-23T11,2
2008-07-23T12,1
2008-07-23T14,2
2008-07-23T19,3
2008-07-23T21,2
2008-07-23T22,3
2008-07-24T01,5
2008-07-24T02,6
2008-07-24T04,3
2008-07-24T07,3
2008-07-24T10,5
2008-07-24T12,3
2008-07-24T18,3
2008-07-24T19,9
2008-07-25T03,6
2008-07-25T05,3
2008-07-25T07,3
2008-07-25T09,3
2008-07-25T11,3
2008-07-25T14,3
2008-07-25T16,3
2008-07-25T19,5
2008-07-25T20,4
2008-07-25T22,3
2008-07-25T23,3
2008-07-26T00,3
2008-07-26T01,6
2008-07-26T04,3
2008-07-26T05,5
2008-07-26T06,3
2008-07-26T07,30
2008-07-26T10,2
2008-07-26T13,3
2008-07-26T16,6
2008-07-26T17,3
2008-07-26T18,3
2008-07-26T23,3
2008-07-27T00,3
2008-07-27T04,3
2008-07-27T05,3
2008-07-27T06,3
2008-07-27T13,3
2008-07-27T18,4
2008-07-28T01,3
2008-07-28T02,4
2008-07-28T03,2
2008-07-28T05,3
2008-07-28T06,5
2008-07-28T07,4
2008-07-28T08,6
2008-07-28T11,3
2008-07-28T17,3
2008-07-28T21,1
2008-07-28T22,8
2008-07-29T00,3
2008-07-29T09,6
2008-07-29T13,3
2008-07-29T23,3
2008-07-30T06,3
2008-07-30T09,3
2008-07-30T10,3
2008-07-30T16,3
2008-07-30T21,3
2008-07-31T02,3
2008-07-31T06,3
2008-07-31T08,3
2008-07-31T10,6
2008-07-31T13,3
2008-07-31T14,3
2008-07-31T15,3
2008-07-31T18,3
2008-07-31T19,3
2008-07-31T21,6
2008-08-01T01,6
2008-08-01T02,6
2008-08-01T03,3
2008-08-01T04,3
2008-08-01T06,3
2008-08-01T07,6
2008-08-01T08,3
2008-08-01T10,3
2008-08-01T18,3
2008-08-01T19,3
2008-08-01T22,3
2008-08-02T02,3
2008-08-02T07,5
2008-08-02T08,6
2008-08-02T13,3
2008-08-02T17,3
2008-08-02T18,3
2008-08-02T19,2
2008-08-02T20,3
2008-08-02T21,5
2008-08-02T22,6
2008-08-03T02,3
2008-08-03T03,3
2008-08-03T05,3
2008-08-03T08,4
2008-08-03T12,3
2008-08-03T14,3
2008-08-03T15,3
2008-08-03T19,3
2008-08-04T00,3
2008-08-04T02,6
2008-08-04T03,6
2008-08-04T04,2
2008-08-04T05,3
2008-08-04T06,3
2008-08-04T13,3
2008-08-04T16,3
2008-08-04T21,3
2008-08-05T02,2
2008-08-05T06,3
2008-08-05T09,6
2008-08-05T11,2
2008-08-05T16,3
2008-08-05T17,6
2008-08-05T18,3
2008-08-05T19,4
2008-08-05T20,3
2008-08-06T02,3
2008-08-06T03,3
2008-08-06T12,3
2008-08-06T19,3
2008-08-06T20,3
2008-08-06T22,6
2008-08-06T23,3
2008-08-07T01,6
2008-08-07T02,6
2008-08-07T03,3
2008-08-07T04,3
2008-08-07T09,5
2008-08-07T10,5
2008-08-07T11,3
2008-08-07T12,3
2008-08-07T15,3
2008-08-07T20,4
2008-08-07T21,2
2008-08-07T22,3
2008-08-07T23,1
2008-08-08T00,2
2008-08-08T01,3
2008-08-08T04,3
2008-08-08T05,3
2008-08-08T16,5
2008-08-08T17,3
2008-08-08T21,6
2008-08-08T22,6
2008-08-09T05,3
2008-08-09T07,3
2008-08-09T10,3
2008-08-09T11,3
2008-08-09T12,3
2008-08-09T13,4
2008-08-09T17,3
2008-08-09T18,3
2008-08-10T01,3
2008-08-10T04,3
2008-08-10T05,3
2008-08-10T08,3
2008-08-11T01,6
2008-08-11T03,6
2008-08-11T04,3
2008-08-11T14,3
2008-08-11T21,3
2008-08-11T22,6
2008-08-12T03,3
2008-08-12T06,3
2008-08-12T09,3
2008-08-12T10,8
2008-08-12T11,1
2008-08-12T18,3
2008-08-12T20,6
2008-08-12T23,6
2008-08-13T01,3
2008-08-13T02,3
2008-08-13T08,6
2008-08-13T14,3
2008-08-13T15,6
2008-08-13T16,6
2008-08-13T19,3
2008-08-13T20,3
2008-08-14T00,6
2008-08-14T05,3
2008-08-14T07,7
2008-08-14T09,3
2008-08-14T10,3
2008-08-14T11,3
2008-08-14T12,3
2008-08-14T15,3
2008-08-14T17,3
2008-08-14T18,1
2008-08-14T19,3
2008-08-14T20,9
2008-08-14T21,3
2008-08-14T23,3
2008-08-15T03,3
2008-08-15T05,3
2008-08-15T06,6
2008-08-15T09,6
2008-08-15T12,6
2008-08-15T13,3
2008-08-15T17,1
2008-08-15T18,2
2008-08-15T23,3
2008-08-16T01,3
2008-08-16T02,3
2008-08-16T07,3
2008-08-16T08,3
2008-08-16T09,3
2008-08-16T10,2
2008-08-16T11,1
2008-08-16T19,3
2008-08-17T07,3
2008-08-17T09,3
2008-08-17T16,3
2008-08-17T19,30
2008-08-17T22,3
2008-08-18T02,3
2008-08-18T06,3
2008-08-18T12,3
2008-08-18T14,3
2008-08-18T21,6
2008-08-18T23,6
2008-08-19T01,3
2008-08-19T07,5
2008-08-19T08,7
2008-08-19T12,3
2008-08-19T13,3
2008-08-19T17,3
2008-08-19T18,3
2008-08-19T19,3
2008-08-20T05,3
2008-08-20T07,6
2008-08-20T13,3
2008-08-20T14,1
2008-08-20T15,2
2008-08-20T22,6
2008-08-21T01,3
2008-08-21T04,6
2008-08-21T05,3
2008-08-21T06,3
2008-08-21T07,2
2008-08-21T08,3
2008-08-21T10,2
2008-08-21T12,39
2008-08-21T15,9
2008-08-21T16,6
2008-08-21T19,3
2008-08-21T20,3
2008-08-21T21,6
2008-08-21T22,6
2008-08-22T10,3
2008-08-22T17,3
2008-08-22T18,3
2008-08-22T21,3
2008-08-22T23,1
2008-08-23T00,2
2008-08-23T09,3
2008-08-23T14,3
2008-08-23T18,3
2008-08-23T20,3
2008-08-23T22,5
2008-08-24T01,3
2008-08-24T02,2
2008-08-24T03,4
2008-08-24T08,3
2008-08-24T13,3
2008-08-24T14,3
2008-08-24T15,3
2008-08-24T17,6
2008-08-24T22,3
2008-08-25T01,3
2008-08-25T04,9
2008-08-25T07,3
2008-08-25T08,3
2008-08-25T09,3
2008-08-25T19,3
2008-08-25T20,3
2008-08-25T22,3
2008-08-25T23,6
2008-08-26T05,3
2008-08-26T15,3
2008-08-26T17,3
2008-08-26T19,3
2008-08-26T20,3
2008-08-26T21,3
2008-08-26T22,3
2008-08-26T23,3
2008-08-27T00,6
2008-08-27T01,3
2008-08-27T04,1
2008-08-27T08,3
2008-08-27T10,3
2008-08-27T11,3
2008-08-27T14,3
2008-08-27T21,3
2008-08-27T22,3
2008-08-27T23,1
2008-08-28T00,2
2008-08-28T01,3
2008-08-28T02,3
2008-08-28T04,3
2008-08-28T10,3
2008-08-28T13,3
2008-08-28T15,3
2008-08-28T18,3
2008-08-28T19,3
2008-08-28T20,3
2008-08-28T21,3
2008-08-28T22,3
2008-08-29T00,6
2008-08-29T01,3
2008-08-29T02,3
2008-08-29T03,3
2008-08-29T04,3
2008-08-29T08,3
2008-08-29T11,3
2008-08-29T13,3
2008-08-29T17,3
2008-08-29T21,3
2008-08-30T06,3
2008-08-30T07,3
2008-08-30T08,12
2008-08-30T12,6
2008-08-30T13,1
2008-08-30T18,3
2008-08-30T20,3
2008-08-30T22,6
2008-08-30T23,3
2008-08-31T00,3
2008-08-31T02,3
2008-08-31T06,3
2008-08-31T08,3
2008-08-31T09,3
2008-08-31T10,3
2008-08-31T11,3
2008-08-31T17,3
2008-08-31T18,3
2008-08-31T19,3
2008-08-31T21,3
2008-08-31T22,3
2008-08-31T23,3
2008-09-01T01,3
2008-09-01T03,3
2008-09-01T04,3
2008-09-01T05,3
2008-09-01T07,3
2008-09-01T10,3
2008-09-01T13,2
2008-09-01T14,3
2008-09-01T16,3
2008-09-01T18,3
2008-09-02T00,6
2008-09-02T01,3
2008-09-02T02,3
2008-09-02T03,3
2008-09-02T05,3
2008-09-02T06,3
2008-09-02T13,3
2008-09-02T23,3
2008-09-03T00,3
2008-09-03T01,3
2008-09-03T02,6
2008-09-03T03,3
2008-09-03T04,3
2008-09-03T05,3
2008-09-03T07,3
2008-09-03T08,3
2008-09-03T12,3
2008-09-03T14,3
2008-09-03T17,3
2008-09-03T22,6
2008-09-04T01,6
2008-09-04T05,28
2008-09-04T13,3
2008-09-04T17,3
2008-09-04T18,3
2008-09-04T19,3
2008-09-04T20,3
2008-09-04T21,6
2008-09-04T23,3
2008-09-05T00,2
2008-09-05T06,3
2008-09-05T07,3
2008-09-05T16,2
2008-09-05T17,1
2008-09-05T20,3
2008-09-05T21,3
2008-09-05T23,6
2008-09-06T01,3
2008-09-06T02,3
2008-09-06T03,3
2008-09-06T06,3
2008-09-06T18,2
2008-09-06T19,3
2008-09-06T20,3
2008-09-06T22,3
2008-09-07T07,3
2008-09-07T13,3
2008-09-07T20,3
2008-09-08T02,3
2008-09-08T03,3
2008-09-09T00,1
2008-09-09T03,3
2008-09-09T04,2
2008-09-09T05,1
2008-09-09T10,3
2008-09-09T21,3
2008-09-10T04,3
2008-09-10T08,3
2008-09-10T10,3
2008-09-10T23,3
2008-09-11T00,3
2008-09-11T02,3
2008-09-11T04,3
2008-09-11T17,3
2008-09-11T19,3
2008-09-11T22,3
2008-09-12T04,3
2008-09-12T09,3
2008-09-12T10,3
2008-09-12T15,3
2008-09-12T19,3
2008-09-13T00,3
2008-09-13T06,3
2008-09-13T10,3
2008-09-13T13,3
2008-09-13T18,3
2008-09-13T19,5
2008-09-13T20,1
2008-09-13T21,3
2008-09-13T22,5
2008-09-13T23,1
2008-09-14T00,3
2008-09-14T01,3
2008-09-14T02,6
2008-09-14T04,3
2008-09-14T05,3
2008-09-14T08,3
2008-09-14T10,3
2008-09-14T11,6
2008-09-14T19,6
2008-09-14T21,3
2008-09-14T22,3
2008-09-15T01,3
2008-09-15T03,3
2008-09-15T04,3
2008-09-15T06,3
2008-09-15T16,3
2008-09-15T23,3
2008-09-16T00,3
2008-09-16T04,3
2008-09-16T05,3
2008-09-16T07,3
2008-09-16T09,3
2008-09-16T10,3
2008-09-16T15,3
2008-09-16T16,3
2008-09-16T18,1
2008-09-16T19,2
2008-09-16T22,3
2008-09-16T23,1
2008-09-17T00,5
2008-09-17T01,9
2008-09-17T03,3
2008-09-17T09,3
2008-09-17T10,3
2008-09-17T12,3
2008-09-17T13,3
2008-09-17T19,3
2008-09-17T21,6
2008-09-18T05,6
2008-09-18T06,2
2008-09-18T08,3
2008-09-18T10,6
2008-09-18T11,3
2008-09-18T17,3
2008-09-18T18,3
2008-09-18T19,3
2008-09-18T21,6
2008-09-18T23,3
2008-09-19T01,3
2008-09-19T02,3
2008-09-19T03,6
2008-09-19T05,3
2008-09-19T11,6
2008-09-20T00,9
2008-09-20T01,3
2008-09-20T04,3
2008-09-20T07,3
2008-09-20T14,3
2008-09-20T15,3
2008-09-20T16,3
2008-09-20T21,6
2008-09-20T22,3
2008-09-21T01,6
2008-09-21T02,3
2008-09-21T06,6
2008-09-21T07,6
2008-09-21T08,3
2008-09-21T15,3
2008-09-21T16,3
2008-09-21T20,6
2008-09-21T22,3
2008-09-22T02,3
2008-09-22T05,7
2008-09-22T15,3
2008-09-22T16,1
2008-09-22T20,3
2008-09-22T21,3
2008-09-22T22,3
2008-09-22T23,3
2008-09-23T03,3
2008-09-23T11,3
2008-09-23T13,3
2008-09-23T16,5
2008-09-24T04,3
2008-09-24T05,3
2008-09-24T06,6
2008-09-24T16,6
2008-09-24T17,3
2008-09-24T22,6
2008-09-25T07,3
2008-09-25T09,3
2008-09-25T10,3
2008-09-25T12,3
2008-09-25T14,2
2008-09-25T16,3
2008-09-25T20,3
2008-09-25T23,3
2008-09-26T00,3
2008-09-26T07,3
2008-09-26T16,3
2008-09-26T19,3
2008-09-26T21,3
2008-09-27T02,3
2008-09-27T08,3
2008-09-27T10,3
2008-09-27T19,3
2008-09-27T21,3
2008-09-28T02,4
2008-09-28T03,2
2008-09-28T04,3
2008-09-28T06,3
2008-09-28T12,3
2008-09-29T01,3
2008-09-29T06,3
2008-09-29T08,3
2008-09-29T10,3
2008-09-29T13,3
2008-09-29T15,6
2008-09-29T17,3
2008-09-29T21,3
2008-09-30T02,3
2008-09-30T03,3
2008-09-30T04,3
2008-09-30T07,3
2008-09-30T09,3
2008-09-30T10,6
2008-09-30T12,3
2008-09-30T16,3
2008-09-30T21,3
2008-09-30T22,3
2008-09-30T23,3
2008-10-01T01,3
2008-10-01T02,3
2008-10-01T03,3
2008-10-01T06,2
2008-10-01T08,6
2008-10-01T10,9
2008-10-01T11,3
2008-10-01T17,3
2008-10-01T19,6
2008-10-01T21,3
2008-10-01T22,3
2008-10-02T01,3
2008-10-02T09,3
2008-10-02T17,3
2008-10-02T18,3
2008-10-02T20,3
2008-10-03T01,3
2008-10-03T04,3
2008-10-03T08,5
2008-10-03T09,3
2008-10-03T10,6
2008-10-03T22,3
2008-10-04T00,3
2008-10-04T04,3
2008-10-04T05,3
2008-10-04T08,3
2008-10-04T10,3
2008-10-04T14,3
2008-10-04T18,3
2008-10-04T23,3
2008-10-05T04,3
2008-10-05T05,3
2008-10-05T06,3
2008-10-05T18,3
2008-10-05T22,6
2008-10-06T00,3
2008-10-06T01,3
2008-10-06T03,3
2008-10-06T11,3
2008-10-06T21,1
2008-10-06T22,3
2008-10-07T04,3
2008-10-07T05,5
2008-10-07T06,12
2008-10-07T07,2
2008-10-07T19,3
2008-10-07T20,3
2008-10-07T21,3
2008-10-08T00,3
2008-10-08T01,6
2008-10-08T06,3
2008-10-08T13,3
2008-10-08T17,2
2008-10-08T22,6
2008-10-09T00,3
2008-10-09T07,3
2008-10-09T12,3
2008-10-09T13,4
2008-10-09T17,3
2008-10-09T19,3
2008-10-10T03,3
2008-10-10T04,1
2008-10-10T05,3
2008-10-10T13,3
2008-10-10T16,3
2008-10-10T17,3
2008-10-10T21,3
2008-10-10T22,3
2008-10-10T23,3
2008-10-11T01,3
2008-10-11T14,3
2008-10-11T19,3
2008-10-11T21,3
2008-10-11T22,3
2008-10-11T23,3
2008-10-12T05,3
2008-10-12T08,6
2008-10-12T09,3
2008-10-12T17,7
2008-10-12T18,8
2008-10-12T21,3
2008-10-12T22,3
2008-10-13T03,2
2008-10-13T04,6
2008-10-13T13,3
2008-10-13T20,1
2008-10-13T21,5
2008-10-14T01,3
2008-10-14T02,1
2008-10-14T03,3
2008-10-14T04,12
2008-10-14T09,3
2008-10-14T11,3
2008-10-14T20,3
2008-10-14T21,24
2008-10-15T05,3
2008-10-15T06,6
2008-10-15T07,11
2008-10-15T08,25
2008-10-15T12,3
2008-10-15T16,3
2008-10-15T19,3
2008-10-15T21,6
2008-10-16T01,3
2008-10-16T02,3
2008-10-16T04,3
2008-10-16T05,3
2008-10-16T17,6
2008-10-16T19,3
2008-10-16T22,3
2008-10-16T23,9
2008-10-17T00,3
2008-10-17T02,3
2008-10-17T03,3
2008-10-17T08,5
2008-10-17T09,1
2008-10-17T10,2
2008-10-17T11,3
2008-10-17T12,3
2008-10-17T15,3
2008-10-17T22,7
2008-10-17T23,2
2008-10-18T02,6
2008-10-18T03,3
2008-10-18T05,3
2008-10-18T06,3
2008-10-18T07,3
2008-10-18T09,3
2008-10-18T15,3
2008-10-18T16,3
2008-10-18T17,3
2008-10-18T19,3
2008-10-18T21,3
2008-10-19T01,2
2008-10-19T02,3
2008-10-19T03,1
2008-10-19T05,3
2008-10-19T12,1
2008-10-19T15,3
2008-10-19T22,3
2008-10-20T06,3
2008-10-20T09,6
2008-10-20T12,3
2008-10-20T13,3
2008-10-20T16,9
2008-10-20T18,3
2008-10-20T22,3
2008-10-21T00,8
2008-10-21T01,3
2008-10-21T07,1
2008-10-21T13,3
2008-10-21T14,6
2008-10-21T15,3
2008-10-21T18,3
2008-10-22T00,6
2008-10-22T03,3
2008-10-22T08,3
2008-10-22T09,3
2008-10-22T10,3
2008-10-22T11,2
2008-10-22T14,2
2008-10-22T16,1
2008-10-22T17,6
2008-10-22T19,3
2008-10-22T21,3
2008-10-23T00,3
2008-10-23T02,3
2008-10-23T03,3
2008-10-23T06,3
2008-10-23T07,3
2008-10-23T08,3
2008-10-23T09,3
2008-10-23T10,3
2008-10-23T13,3
2008-10-23T14,3
2008-10-23T16,4
2008-10-23T18,3
2008-10-23T23,3
2008-10-24T03,3
2008-10-24T05,3
2008-10-24T17,2
2008-10-24T18,3
2008-10-25T00,3
2008-10-25T04,3
2008-10-25T05,3
2008-10-25T06,3
2008-10-25T11,3
2008-10-25T13,3
2008-10-25T20,3
2008-10-25T21,3
2008-10-26T04,3
2008-10-26T05,5
2008-10-26T10,2
2008-10-26T11,1
2008-10-26T12,3
2008-10-26T13,3
2008-10-26T17,3
2008-10-26T21,3
2008-10-26T22,3
2008-10-27T03,1
2008-10-27T04,2
2008-10-27T09,1
2008-10-27T10,2
2008-10-27T12,2
2008-10-27T20,3
2008-10-28T03,3
2008-10-28T04,3
2008-10-28T09,3
2008-10-28T11,3
2008-10-28T15,6
2008-10-28T16,3
2008-10-28T17,3
2008-10-28T19,3
2008-10-28T23,3
2008-10-29T03,6
2008-10-29T05,3
2008-10-29T09,6
2008-10-29T10,3
2008-10-29T12,3
2008-10-29T16,5
2008-10-29T19,6
2008-10-29T21,3
2008-10-29T23,3
2008-10-30T00,3
2008-10-30T01,3
2008-10-30T03,3
2008-10-30T05,5
2008-10-30T06,3
2008-10-30T09,5
2008-10-30T11,1
2008-10-30T12,2
2008-10-30T13,1
2008-10-30T14,3
2008-10-30T16,3
2008-10-30T17,8
2008-10-30T18,3
2008-10-30T21,8
2008-10-30T23,3
2008-10-31T01,3
2008-10-31T02,3
2008-10-31T03,9
2008-10-31T04,3
2008-10-31T06,3
2008-10-31T07,3
2008-10-31T08,3
2008-10-31T09,5
2008-10-31T11,3
2008-10-31T12,3
2008-10-31T13,3
2008-10-31T14,4
2008-10-31T15,7
2008-10-31T16,4
2008-10-31T17,3
2008-10-31T18,9
2008-10-31T19,6
2008-10-31T21,4
2008-10-31T22,3
2008-10-31T23,3
2008-11-01T00,2
2008-11-01T03,3
2008-11-01T04,2
2008-11-01T05,3
2008-11-01T08,9
2008-11-01T12,3
2008-11-01T13,3
2008-11-01T17,3
2008-11-01T19,3
2008-11-02T00,3
2008-11-02T02,6
2008-11-02T04,3
2008-11-02T06,3
2008-11-02T15,3
2008-11-02T16,3
2008-11-02T20,3
2008-11-02T21,3
2008-11-02T22,3
2008-11-02T23,9
2008-11-03T05,1
2008-11-03T06,3
2008-11-03T07,9
2008-11-03T08,3
2008-11-03T11,3
2008-11-03T13,3
2008-11-03T17,3
2008-11-03T19,3
2008-11-03T22,3
2008-11-03T23,3
2008-11-04T01,3
2008-11-04T02,6
2008-11-04T03,6
2008-11-04T04,3
2008-11-04T08,6
2008-11-04T09,8
2008-11-04T10,6
2008-11-04T11,6
2008-11-04T12,3
2008-11-04T14,6
2008-11-04T18,3
2008-11-04T22,3
2008-11-04T23,3
2008-11-05T00,2
2008-11-05T01,7
2008-11-05T02,3
2008-11-05T04,3
2008-11-05T05,2
2008-11-05T07,3
2008-11-05T17,2
2008-11-05T18,3
2008-11-05T23,2
2008-11-06T00,2
2008-11-06T05,3
2008-11-06T11,3
2008-11-06T13,3
2008-11-06T22,3
2008-11-06T23,6
2008-11-07T01,9
2008-11-07T03,3
2008-11-07T04,3
2008-11-07T05,6
2008-11-07T12,3
2008-11-07T15,3
2008-11-07T18,9
2008-11-07T19,3
2008-11-07T22,6
2008-11-08T00,3
2008-11-08T02,2
2008-11-08T04,3
2008-11-08T05,3
2008-11-08T06,6
2008-11-08T07,3
2008-11-08T11,3
2008-11-08T18,3
2008-11-08T19,3
2008-11-08T21,3
2008-11-09T01,3
2008-11-09T03,3
2008-11-09T04,6
2008-11-09T05,3
2008-11-09T06,3
2008-11-09T08,3
2008-11-09T10,3
2008-11-09T11,6
2008-11-09T12,3
2008-11-09T14,1
2008-11-09T15,2
2008-11-09T18,3
2008-11-09T19,3
2008-11-09T20,6
2008-11-09T22,3
2008-11-09T23,5
2008-11-10T00,3
2008-11-10T01,3
2008-11-10T04,3
2008-11-10T05,6
2008-11-10T06,9
2008-11-10T07,3
2008-11-10T08,3
2008-11-10T09,3
2008-11-10T15,1
2008-11-10T19,3
2008-11-10T23,9
2008-11-11T00,2
2008-11-11T02,3
2008-11-11T07,3
2008-11-11T14,3
2008-11-11T15,3
2008-11-11T17,3
2008-11-11T21,3
2008-11-11T23,3
2008-11-12T01,4
2008-11-12T02,3
2008-11-12T04,3
2008-11-12T05,5
2008-11-12T06,3
2008-11-12T07,6
2008-11-12T10,3
2008-11-12T11,3
2008-11-12T14,3
2008-11-12T18,3
2008-11-12T22,3
2008-11-13T02,3
2008-11-13T07,6
2008-11-13T10,3
2008-11-13T13,3
2008-11-13T17,6
2008-11-13T21,3
2008-11-14T05,3
2008-11-14T08,6
2008-11-14T10,3
2008-11-14T14,6
2008-11-14T17,2
2008-11-14T19,3
2008-11-14T23,1
2008-11-15T01,3
2008-11-15T03,3
2008-11-15T06,3
2008-11-15T10,6
2008-11-15T23,3
2008-11-16T02,3
2008-11-16T03,3
2008-11-16T05,3
2008-11-16T06,3
2008-11-16T09,3
2008-11-16T11,3
2008-11-16T13,4
2008-11-16T15,3
2008-11-16T16,2
2008-11-16T17,1
2008-11-16T18,3
2008-11-16T23,3
2008-11-17T01,6
2008-11-17T03,3
2008-11-17T04,1
2008-11-17T08,3
2008-11-17T11,3
2008-11-17T14,2
2008-11-17T19,3
2008-11-17T20,3
2008-11-17T21,3
2008-11-17T22,27
2008-11-18T01,3
2008-11-18T02,3
2008-11-18T03,5
2008-11-18T04,3
2008-11-18T09,3
2008-11-18T10,3
2008-11-18T13,2
2008-11-18T18,3
2008-11-18T19,3
2008-11-18T22,3
2008-11-19T00,3
2008-11-19T07,3
2008-11-19T10,3
2008-11-19T15,3
2008-11-19T18,6
2008-11-19T21,1
2008-11-20T00,3
2008-11-20T02,3
2008-11-20T06,3
2008-11-20T07,1
2008-11-20T13,3
2008-11-20T14,3
2008-11-20T21,3
2008-11-21T02,3
2008-11-21T03,3
2008-11-21T07,4
2008-11-21T08,5
2008-11-21T11,3
2008-11-21T19,3
2008-11-21T21,3
2008-11-21T23,3
2008-11-22T00,3
2008-11-22T01,3
2008-11-22T02,3
2008-11-22T03,6
2008-11-22T04,2
2008-11-22T05,3
2008-11-22T06,3
2008-11-22T13,3
2008-11-22T18,3
2008-11-22T22,3
2008-11-23T01,3
2008-11-23T04,2
2008-11-23T07,3
2008-11-23T08,3
2008-11-23T09,1
2008-11-23T12,6
2008-11-23T14,3
2008-11-23T20,3
2008-11-23T22,3
2008-11-24T02,3
2008-11-24T03,3
2008-11-24T08,6
2008-11-24T09,3
2008-11-24T15,6
2008-11-24T21,3
2008-11-24T23,3
2008-11-25T00,3
2008-11-25T03,3
2008-11-25T04,3
2008-11-25T06,3
2008-11-25T07,7
2008-11-25T09,3
2008-11-25T10,3
2008-11-25T11,6
2008-11-25T12,3
2008-11-25T16,5
2008-11-25T19,6
2008-11-25T22,2
2008-11-25T23,1
2008-11-26T00,3
2008-11-26T01,3
2008-11-26T04,3
2008-11-26T05,3
2008-11-26T10,3
2008-11-26T12,3
2008-11-27T03,3
2008-11-27T04,3
2008-11-27T07,3
2008-11-27T10,6
2008-11-27T12,3
2008-11-27T15,3
2008-11-27T16,1
2008-11-27T17,2
2008-11-27T20,6
2008-11-27T21,6
2008-11-27T22,3
2008-11-27T23,6
2008-11-28T02,5
2008-11-28T03,6
2008-11-28T04,4
2008-11-28T05,1
2008-11-28T06,2
2008-11-28T08,2
2008-11-28T09,1
2008-11-28T11,3
2008-11-28T17,3
2008-11-28T20,3
2008-11-28T21,3
2008-11-29T00,3
2008-11-29T01,4
2008-11-29T02,1
